Website,CDN_Server_1,CDN_Server_2,CDN_Server_3,CDN_Server_4,CDN_Server_5,CDN_Server_6,CDN_Server_7,CDN_Server_8,CDN_Server_9,CDN_Server_10,CDN_Server_11,CDN_Server_12,CDN_Server_13,IP1,IP2,IP3,IP4,IP5,IP6,IP7,IP8,IP9,IP10,IP11,IP12,IP13
jwpltx.com,server-108-158-20-8.syd62.r.cloudfront.net,server-18-164-96-67.jfk50.r.cloudfront.net,server-13-225-78-36.fra2.r.cloudfront.net,server-13-227-74-75.sfo20.r.cloudfront.net,server-18-239-36-20.ams58.r.cloudfront.net,server-108-158-61-24.bom78.r.cloudfront.net,server-3-162-125-59.iad61.r.cloudfront.net,server-13-227-74-29.sfo20.r.cloudfront.net,server-108-157-254-83.sin2.r.cloudfront.net,server-18-67-39-21.yto50.r.cloudfront.net,server-13-225-78-81.fra2.r.cloudfront.net,server-18-164-96-25.jfk50.r.cloudfront.net,,108.158.20.8,18.164.96.67,13.225.78.36,13.227.74.75,18.239.36.20,108.158.61.24,3.162.125.59,13.227.74.29,108.157.254.83,18.67.39.21,13.225.78.81,18.164.96.25,None
americanexpress.com,a69-192-42-130.deploy.static.akamaitechnologies.com,a23-210-232-148.deploy.static.akamaitechnologies.com,a118-214-40-223.deploy.static.akamaitechnologies.com,a96-16-196-232.deploy.static.akamaitechnologies.com,a23-38-23-137.deploy.static.akamaitechnologies.com,a23-204-20-147.deploy.static.akamaitechnologies.com,a104-69-174-146.deploy.static.akamaitechnologies.com,a23-196-157-201.deploy.static.akamaitechnologies.com,a104-68-21-215.deploy.static.akamaitechnologies.com,a23-212-221-34.deploy.static.akamaitechnologies.com,a104-103-245-223.deploy.static.akamaitechnologies.com,,,69.192.42.130,23.210.232.148,118.214.40.223,96.16.196.232,23.38.23.137,23.204.20.147,104.69.174.146,23.196.157.201,104.68.21.215,23.212.221.34,104.103.245.223,None,None
aka.ms,a104-83-198-44.deploy.static.akamaitechnologies.com,a23-215-57-151.deploy.static.akamaitechnologies.com,a104-126-114-106.deploy.static.akamaitechnologies.com,a23-217-173-215.deploy.static.akamaitechnologies.com,a96-17-65-152.deploy.static.akamaitechnologies.com,a88-221-169-205.deploy.static.akamaitechnologies.com,a23-54-41-214.deploy.static.akamaitechnologies.com,a104-120-141-111.deploy.static.akamaitechnologies.com,a2-21-189-164.deploy.static.akamaitechnologies.com,a23-61-241-152.deploy.static.akamaitechnologies.com,a104-99-49-220.deploy.static.akamaitechnologies.com,,,104.83.198.44,23.215.57.151,104.126.114.106,23.217.173.215,96.17.65.152,88.221.169.205,23.54.41.214,104.120.141.111,2.21.189.164,23.61.241.152,104.99.49.220,None,None
photobucket.com,server-18-244-214-33.sfo53.r.cloudfront.net,server-52-85-61-73.ewr53.r.cloudfront.net,server-18-244-214-114.sfo53.r.cloudfront.net,server-108-156-60-53.ams1.r.cloudfront.net,server-52-85-61-17.ewr53.r.cloudfront.net,server-18-66-102-7.fra56.r.cloudfront.net,server-52-85-49-39.hel50.r.cloudfront.net,server-99-86-229-30.iad79.r.cloudfront.net,server-3-164-92-72.yto53.r.cloudfront.net,server-52-85-49-24.hel50.r.cloudfront.net,server-18-66-102-129.fra56.r.cloudfront.net,server-18-244-214-65.sfo53.r.cloudfront.net,,18.244.214.33,52.85.61.73,18.244.214.114,108.156.60.53,52.85.61.17,18.66.102.7,52.85.49.39,99.86.229.30,3.164.92.72,52.85.49.24,18.66.102.129,18.244.214.65,None
admanmedia.com,a23-197-144-248.deploy.static.akamaitechnologies.com,a104-74-40-185.deploy.static.akamaitechnologies.com,a104-83-70-2.deploy.static.akamaitechnologies.com,a23-50-81-117.deploy.static.akamaitechnologies.com,a23-205-13-228.deploy.static.akamaitechnologies.com,a23-47-29-136.deploy.static.akamaitechnologies.com,a23-204-8-169.deploy.static.akamaitechnologies.com,a23-39-248-41.deploy.static.akamaitechnologies.com,a23-52-216-96.deploy.static.akamaitechnologies.com,a104-108-234-86.deploy.static.akamaitechnologies.com,,,,23.197.144.248,104.74.40.185,104.83.70.2,23.50.81.117,23.205.13.228,23.47.29.136,23.204.8.169,23.39.248.41,23.52.216.96,104.108.234.86,None,None,None
evergage.com,server-13-33-252-62.jfk50.r.cloudfront.net,server-13-33-252-107.jfk50.r.cloudfront.net,server-108-156-60-10.ams1.r.cloudfront.net,server-18-67-93-64.syd62.r.cloudfront.net,server-13-35-121-50.sfo5.r.cloudfront.net,server-13-33-30-121.sin2.r.cloudfront.net,server-3-164-92-83.yto53.r.cloudfront.net,server-13-35-121-19.sfo5.r.cloudfront.net,server-18-66-112-11.fra56.r.cloudfront.net,server-18-154-227-125.iad55.r.cloudfront.net,server-18-66-41-8.bom78.r.cloudfront.net,,,13.33.252.62,13.33.252.107,108.156.60.10,18.67.93.64,13.35.121.50,13.33.30.121,3.164.92.83,13.35.121.19,18.66.112.11,18.154.227.125,18.66.41.8,None,None
script.ac,server-18-155-68-10.sin52.r.cloudfront.net,server-108-158-32-62.syd3.r.cloudfront.net,server-18-172-112-64.fra60.r.cloudfront.net,server-18-67-39-48.yto50.r.cloudfront.net,server-13-226-94-63.jfk52.r.cloudfront.net,server-18-245-218-78.lhr5.r.cloudfront.net,server-13-227-74-17.sfo20.r.cloudfront.net,server-18-161-216-13.blr50.r.cloudfront.net,server-13-227-74-26.sfo20.r.cloudfront.net,server-3-161-188-22.atl59.r.cloudfront.net,server-13-226-94-62.jfk52.r.cloudfront.net,server-18-239-18-122.ams58.r.cloudfront.net,,18.155.68.10,108.158.32.62,18.172.112.64,18.67.39.48,13.226.94.63,18.245.218.78,13.227.74.17,18.161.216.13,13.227.74.26,3.161.188.22,13.226.94.62,18.239.18.122,None
privacymanager.io,server-52-85-132-10.iad50.r.cloudfront.net,server-18-164-96-28.jfk50.r.cloudfront.net,server-108-159-61-59.bom78.r.cloudfront.net,server-13-227-254-92.sin52.r.cloudfront.net,server-18-164-96-121.jfk50.r.cloudfront.net,server-18-239-50-87.ams58.r.cloudfront.net,server-13-33-165-53.yto50.r.cloudfront.net,server-18-155-202-68.sfo53.r.cloudfront.net,server-18-65-244-99.syd3.r.cloudfront.net,server-3-161-82-121.fra56.r.cloudfront.net,server-18-155-202-102.sfo53.r.cloudfront.net,server-3-161-82-119.fra56.r.cloudfront.net,,52.85.132.10,18.164.96.28,108.159.61.59,13.227.254.92,18.164.96.121,18.239.50.87,13.33.165.53,18.155.202.68,18.65.244.99,3.161.82.121,18.155.202.102,3.161.82.119,None
wunderground.com,a104-100-64-171.deploy.static.akamaitechnologies.com,a173-222-146-176.deploy.static.akamaitechnologies.com,a104-103-247-243.deploy.static.akamaitechnologies.com,a23-56-205-8.deploy.static.akamaitechnologies.com,a104-74-42-185.deploy.static.akamaitechnologies.com,a23-204-10-170.deploy.static.akamaitechnologies.com,a23-51-74-184.deploy.static.akamaitechnologies.com,a184-28-213-98.deploy.static.akamaitechnologies.com,a23-10-170-186.deploy.static.akamaitechnologies.com,a104-114-95-248.deploy.static.akamaitechnologies.com,,,,104.100.64.171,173.222.146.176,104.103.247.243,23.56.205.8,104.74.42.185,23.204.10.170,23.51.74.184,184.28.213.98,23.10.170.186,104.114.95.248,None,None,None
wetransfer.com,server-108-159-61-30.bom78.r.cloudfront.net,server-18-239-94-61.ams1.r.cloudfront.net,server-108-158-20-61.syd62.r.cloudfront.net,server-3-165-82-14.sin2.r.cloudfront.net,server-3-167-69-40.iad61.r.cloudfront.net,server-18-67-39-76.yto50.r.cloudfront.net,server-13-225-63-4.ewr53.r.cloudfront.net,server-13-225-63-123.ewr53.r.cloudfront.net,server-18-244-214-82.sfo53.r.cloudfront.net,server-18-244-214-71.sfo53.r.cloudfront.net,server-13-225-63-118.ewr53.r.cloudfront.net,server-143-204-98-85.fra50.r.cloudfront.net,,108.159.61.30,18.239.94.61,108.158.20.61,3.165.82.14,3.167.69.40,18.67.39.76,13.225.63.4,13.225.63.123,18.244.214.82,18.244.214.71,13.225.63.118,143.204.98.85,None
nubank.com.br,server-13-225-63-94.ewr53.r.cloudfront.net,server-108-156-60-94.ams1.r.cloudfront.net,server-13-35-238-59.sin2.r.cloudfront.net,server-18-160-46-93.iad55.r.cloudfront.net,server-18-67-17-107.yto50.r.cloudfront.net,server-18-172-112-115.fra60.r.cloudfront.net,server-18-66-41-63.bom78.r.cloudfront.net,server-108-158-32-85.syd3.r.cloudfront.net,server-13-225-63-6.ewr53.r.cloudfront.net,server-18-172-112-6.fra60.r.cloudfront.net,server-99-84-238-144.sfo5.r.cloudfront.net,,,13.225.63.94,108.156.60.94,13.35.238.59,18.160.46.93,18.67.17.107,18.172.112.115,18.66.41.63,108.158.32.85,13.225.63.6,18.172.112.6,99.84.238.144,None,None
verkada.com,server-18-66-122-109.fra60.r.cloudfront.net,server-18-66-122-66.fra60.r.cloudfront.net,server-18-172-78-5.bom78.r.cloudfront.net,server-18-160-46-100.iad55.r.cloudfront.net,server-18-67-110-7.syd62.r.cloudfront.net,server-13-227-74-47.sfo20.r.cloudfront.net,server-108-156-133-60.sin2.r.cloudfront.net,server-13-33-165-116.yto50.r.cloudfront.net,server-13-227-74-60.sfo20.r.cloudfront.net,server-18-238-49-110.jfk52.r.cloudfront.net,server-18-239-50-5.ams58.r.cloudfront.net,server-18-238-49-37.jfk52.r.cloudfront.net,,18.66.122.109,18.66.122.66,18.172.78.5,18.160.46.100,18.67.110.7,13.227.74.47,108.156.133.60,13.33.165.116,13.227.74.60,18.238.49.110,18.239.50.5,18.238.49.37,None
abplive.com,a96-16-53-137.deploy.static.akamaitechnologies.com,a23-46-187-168.deploy.static.akamaitechnologies.com,a96-7-224-152.deploy.static.akamaitechnologies.com,a23-67-33-94.deploy.static.akamaitechnologies.com,a104-86-110-211.deploy.static.akamaitechnologies.com,a23-223-209-52.deploy.static.akamaitechnologies.com,a23-45-207-166.deploy.static.akamaitechnologies.com,a193-108-153-27.deploy.static.akamaitechnologies.com,a23-206-242-195.deploy.static.akamaitechnologies.com,a23-223-209-44.deploy.static.akamaitechnologies.com,a23-223-17-174.deploy.static.akamaitechnologies.com,,,96.16.53.137,23.46.187.168,96.7.224.152,23.67.33.94,104.86.110.211,23.223.209.52,23.45.207.166,193.108.153.27,23.206.242.195,23.223.209.44,23.223.17.174,None,None
emxdgt.com,server-18-165-98-79.iad55.r.cloudfront.net,server-108-156-60-71.ams1.r.cloudfront.net,server-13-35-58-114.fra60.r.cloudfront.net,server-13-33-165-24.yto50.r.cloudfront.net,server-18-172-64-120.bom78.r.cloudfront.net,server-3-165-102-40.sin2.r.cloudfront.net,server-18-67-110-98.syd62.r.cloudfront.net,server-18-155-202-8.sfo53.r.cloudfront.net,server-13-226-34-88.ewr53.r.cloudfront.net,server-13-226-34-24.ewr53.r.cloudfront.net,server-18-155-202-34.sfo53.r.cloudfront.net,server-13-35-58-75.fra60.r.cloudfront.net,,18.165.98.79,108.156.60.71,13.35.58.114,13.33.165.24,18.172.64.120,3.165.102.40,18.67.110.98,18.155.202.8,13.226.34.88,13.226.34.24,18.155.202.34,13.35.58.75,None
sensic.net,server-18-66-112-120.fra56.r.cloudfront.net,server-3-168-86-112.sfo5.r.cloudfront.net,server-18-67-110-87.syd62.r.cloudfront.net,server-18-160-10-10.iad12.r.cloudfront.net,server-18-66-112-100.fra56.r.cloudfront.net,server-18-245-96-2.yto50.r.cloudfront.net,server-108-156-133-82.sin2.r.cloudfront.net,server-18-164-124-126.jfk50.r.cloudfront.net,server-18-239-94-50.ams1.r.cloudfront.net,server-3-168-86-6.sfo5.r.cloudfront.net,server-108-158-61-9.bom78.r.cloudfront.net,server-18-164-124-72.jfk50.r.cloudfront.net,server-18-164-124-13.jfk50.r.cloudfront.net,18.66.112.120,3.168.86.112,18.67.110.87,18.160.10.10,18.66.112.100,18.245.96.2,108.156.133.82,18.164.124.126,18.239.94.50,3.168.86.6,108.158.61.9,18.164.124.72,18.164.124.13
amd.com,a23-215-56-103.deploy.static.akamaitechnologies.com,a23-56-162-124.deploy.static.akamaitechnologies.com,a184-25-164-88.deploy.static.akamaitechnologies.com,a23-203-104-108.deploy.static.akamaitechnologies.com,a104-99-48-117.deploy.static.akamaitechnologies.com,a88-221-168-84.deploy.static.akamaitechnologies.com,a2-23-204-110.deploy.static.akamaitechnologies.com,a104-83-196-87.deploy.static.akamaitechnologies.com,a104-89-115-221.deploy.static.akamaitechnologies.com,a23-215-24-103.deploy.static.akamaitechnologies.com,a23-200-188-107.deploy.static.akamaitechnologies.com,a23-49-0-81.deploy.static.akamaitechnologies.com,a23-47-168-129.deploy.static.akamaitechnologies.com,23.215.56.103,23.56.162.124,184.25.164.88,23.203.104.108,104.99.48.117,88.221.168.84,2.23.204.110,104.83.196.87,104.89.115.221,23.215.24.103,23.200.188.107,23.49.0.81,23.47.168.129
mookie1.com,a104-110-191-13.deploy.static.akamaitechnologies.com,a23-201-47-234.deploy.static.akamaitechnologies.com,a23-34-59-24.deploy.static.akamaitechnologies.com,a23-46-216-208.deploy.static.akamaitechnologies.com,a23-209-46-142.deploy.static.akamaitechnologies.com,a23-216-149-155.deploy.static.akamaitechnologies.com,a2-18-27-150.deploy.static.akamaitechnologies.com,a23-205-255-236.deploy.static.akamaitechnologies.com,a23-1-33-15.deploy.static.akamaitechnologies.com,a23-54-30-89.deploy.static.akamaitechnologies.com,a23-50-131-140.deploy.static.akamaitechnologies.com,,,104.110.191.13,23.201.47.234,23.34.59.24,23.46.216.208,23.209.46.142,23.216.149.155,2.18.27.150,23.205.255.236,23.1.33.15,23.54.30.89,23.50.131.140,None,None
amarujala.com,server-18-239-111-112.bom54.r.cloudfront.net,server-3-165-82-94.sin2.r.cloudfront.net,server-18-67-93-46.syd62.r.cloudfront.net,server-3-164-92-127.yto53.r.cloudfront.net,server-13-226-94-129.jfk52.r.cloudfront.net,server-18-239-83-3.ams58.r.cloudfront.net,server-108-138-246-94.sfo5.r.cloudfront.net,server-18-245-60-47.fra60.r.cloudfront.net,server-18-245-60-88.fra60.r.cloudfront.net,server-13-226-94-68.jfk52.r.cloudfront.net,server-52-85-132-59.iad50.r.cloudfront.net,,,18.239.111.112,3.165.82.94,18.67.93.46,3.164.92.127,13.226.94.129,18.239.83.3,108.138.246.94,18.245.60.47,18.245.60.88,13.226.94.68,52.85.132.59,None,None
capcut.com,a95-101-74-106.deploy.static.akamaitechnologies.com,a2-21-67-9.deploy.static.akamaitechnologies.com,a23-11-215-144.deploy.static.akamaitechnologies.com,a23-216-149-151.deploy.static.akamaitechnologies.com,a23-49-248-31.deploy.static.akamaitechnologies.com,a23-48-105-205.deploy.static.akamaitechnologies.com,a23-32-29-11.deploy.static.akamaitechnologies.com,a2-21-20-12.deploy.static.akamaitechnologies.com,a23-49-248-15.deploy.static.akamaitechnologies.com,a23-205-255-231.deploy.static.akamaitechnologies.com,a23-208-29-194.deploy.static.akamaitechnologies.com,,,95.101.74.106,2.21.67.9,23.11.215.144,23.216.149.151,23.49.248.31,23.48.105.205,23.32.29.11,2.21.20.12,23.49.248.15,23.205.255.231,23.208.29.194,None,None
adentifi.com,server-13-249-91-67.jfk52.r.cloudfront.net,server-13-35-121-47.sfo5.r.cloudfront.net,server-13-33-187-21.fra60.r.cloudfront.net,server-13-249-91-6.jfk52.r.cloudfront.net,server-13-33-187-34.fra60.r.cloudfront.net,server-13-33-165-12.yto50.r.cloudfront.net,server-18-172-64-25.bom78.r.cloudfront.net,server-13-35-121-5.sfo5.r.cloudfront.net,server-13-35-238-75.sin2.r.cloudfront.net,server-13-249-91-4.jfk52.r.cloudfront.net,server-99-84-191-103.iad89.r.cloudfront.net,server-18-239-69-2.ams58.r.cloudfront.net,server-108-158-20-50.syd62.r.cloudfront.net,13.249.91.67,13.35.121.47,13.33.187.21,13.249.91.6,13.33.187.34,13.33.165.12,18.172.64.25,13.35.121.5,13.35.238.75,13.249.91.4,99.84.191.103,18.239.69.2,108.158.20.50
navitime.co.jp,server-18-66-112-120.fra56.r.cloudfront.net,server-18-173-132-59.jfk52.r.cloudfront.net,server-18-173-132-32.jfk52.r.cloudfront.net,server-18-172-64-109.bom78.r.cloudfront.net,server-3-164-92-117.yto53.r.cloudfront.net,server-18-155-202-123.sfo53.r.cloudfront.net,server-18-165-83-76.iad55.r.cloudfront.net,server-13-225-4-24.sin52.r.cloudfront.net,server-108-156-60-128.ams1.r.cloudfront.net,server-18-66-112-47.fra56.r.cloudfront.net,server-108-158-20-84.syd62.r.cloudfront.net,,,18.66.112.120,18.173.132.59,18.173.132.32,18.172.64.109,3.164.92.117,18.155.202.123,18.165.83.76,13.225.4.24,108.156.60.128,18.66.112.47,108.158.20.84,None,None
bt.dk,server-18-238-49-90.jfk52.r.cloudfront.net,server-18-238-49-67.jfk52.r.cloudfront.net,server-13-33-30-38.sin2.r.cloudfront.net,server-18-67-65-106.iad89.r.cloudfront.net,server-18-239-83-13.ams58.r.cloudfront.net,server-3-164-92-14.yto53.r.cloudfront.net,server-13-33-30-24.sin2.r.cloudfront.net,server-108-138-7-36.fra56.r.cloudfront.net,server-18-238-49-14.jfk52.r.cloudfront.net,server-3-168-86-81.sfo5.r.cloudfront.net,server-108-138-7-60.fra56.r.cloudfront.net,server-18-66-57-28.bom78.r.cloudfront.net,,18.238.49.90,18.238.49.67,13.33.30.38,18.67.65.106,18.239.83.13,3.164.92.14,13.33.30.24,108.138.7.36,18.238.49.14,3.168.86.81,108.138.7.60,18.66.57.28,None
akamai.com,a69-192-139-68.deploy.static.akamaitechnologies.com,a88-221-135-16.deploy.static.akamaitechnologies.com,a23-219-82-81.deploy.static.akamaitechnologies.com,a23-12-147-148.deploy.static.akamaitechnologies.com,a104-126-37-160.deploy.static.akamaitechnologies.com,a23-44-201-9.deploy.static.akamaitechnologies.com,a23-62-156-51.deploy.static.akamaitechnologies.com,a23-215-7-17.deploy.static.akamaitechnologies.com,a23-222-17-228.deploy.static.akamaitechnologies.com,a23-219-82-48.deploy.static.akamaitechnologies.com,a104-86-188-16.deploy.static.akamaitechnologies.com,a2-23-209-174.deploy.static.akamaitechnologies.com,,69.192.139.68,88.221.135.16,23.219.82.81,23.12.147.148,104.126.37.160,23.44.201.9,23.62.156.51,23.215.7.17,23.222.17.228,23.219.82.48,104.86.188.16,2.23.209.174,None
senate.gov,a23-210-101-215.deploy.static.akamaitechnologies.com,a184-30-211-96.deploy.static.akamaitechnologies.com,a23-213-81-142.deploy.static.akamaitechnologies.com,a23-38-231-147.deploy.static.akamaitechnologies.com,a184-31-75-54.deploy.static.akamaitechnologies.com,a23-208-244-157.deploy.static.akamaitechnologies.com,a23-48-129-142.deploy.static.akamaitechnologies.com,a23-202-130-149.deploy.static.akamaitechnologies.com,a23-55-1-142.deploy.static.akamaitechnologies.com,,,,,23.210.101.215,184.30.211.96,23.213.81.142,23.38.231.147,184.31.75.54,23.208.244.157,23.48.129.142,23.202.130.149,23.55.1.142,None,None,None,None
sec.gov,a23-211-96-86.deploy.static.akamaitechnologies.com,a23-38-136-190.deploy.static.akamaitechnologies.com,a23-7-61-23.deploy.static.akamaitechnologies.com,a23-201-180-94.deploy.static.akamaitechnologies.com,a23-45-102-62.deploy.static.akamaitechnologies.com,a23-223-7-69.deploy.static.akamaitechnologies.com,a184-26-200-8.deploy.static.akamaitechnologies.com,a23-210-104-118.deploy.static.akamaitechnologies.com,a23-38-234-59.deploy.static.akamaitechnologies.com,a23-218-54-97.deploy.static.akamaitechnologies.com,,,,23.211.96.86,23.38.136.190,23.7.61.23,23.201.180.94,23.45.102.62,23.223.7.69,184.26.200.8,23.210.104.118,23.38.234.59,23.218.54.97,None,None,None
lxtgame.com,server-13-35-210-44.sin2.r.cloudfront.net,server-18-67-17-66.yto50.r.cloudfront.net,server-13-226-34-105.ewr53.r.cloudfront.net,server-13-226-34-13.ewr53.r.cloudfront.net,server-99-86-4-113.fra6.r.cloudfront.net,server-108-158-20-23.syd62.r.cloudfront.net,server-99-86-4-123.fra6.r.cloudfront.net,server-18-173-121-121.sfo53.r.cloudfront.net,server-18-165-98-14.iad55.r.cloudfront.net,server-18-173-121-72.sfo53.r.cloudfront.net,server-18-239-83-74.ams58.r.cloudfront.net,,,13.35.210.44,18.67.17.66,13.226.34.105,13.226.34.13,99.86.4.113,108.158.20.23,99.86.4.123,18.173.121.121,18.165.98.14,18.173.121.72,18.239.83.74,None,None
mamastar.jp,server-3-160-150-65.fra60.r.cloudfront.net,server-18-66-41-102.bom78.r.cloudfront.net,server-108-158-32-127.syd3.r.cloudfront.net,server-3-160-150-115.fra60.r.cloudfront.net,server-18-239-94-129.ams1.r.cloudfront.net,server-18-155-202-31.sfo53.r.cloudfront.net,server-108-138-128-67.jfk50.r.cloudfront.net,server-3-165-102-12.sin2.r.cloudfront.net,server-18-67-39-95.yto50.r.cloudfront.net,server-108-138-128-38.jfk50.r.cloudfront.net,server-3-167-69-32.iad61.r.cloudfront.net,,,3.160.150.65,18.66.41.102,108.158.32.127,3.160.150.115,18.239.94.129,18.155.202.31,108.138.128.67,3.165.102.12,18.67.39.95,108.138.128.38,3.167.69.32,None,None
ooppgame.com,server-13-249-91-55.jfk52.r.cloudfront.net,server-18-244-18-126.fra56.r.cloudfront.net,server-13-33-165-116.yto50.r.cloudfront.net,server-108-138-246-81.sfo5.r.cloudfront.net,server-18-65-39-72.ams1.r.cloudfront.net,server-108-156-133-99.sin2.r.cloudfront.net,server-108-138-246-42.sfo5.r.cloudfront.net,server-18-67-93-83.syd62.r.cloudfront.net,server-13-249-91-83.jfk52.r.cloudfront.net,server-52-85-132-101.iad50.r.cloudfront.net,server-18-244-18-115.fra56.r.cloudfront.net,,,13.249.91.55,18.244.18.126,13.33.165.116,108.138.246.81,18.65.39.72,108.156.133.99,108.138.246.42,18.67.93.83,13.249.91.83,52.85.132.101,18.244.18.115,None,None
express.co.uk,server-108-158-32-126.syd3.r.cloudfront.net,server-18-239-199-45.sfo53.r.cloudfront.net,server-108-138-106-83.jfk50.r.cloudfront.net,server-18-239-199-64.sfo53.r.cloudfront.net,server-108-138-106-28.jfk50.r.cloudfront.net,server-13-32-27-61.fra56.r.cloudfront.net,server-13-32-27-94.fra56.r.cloudfront.net,server-13-33-165-55.yto50.r.cloudfront.net,server-13-33-88-2.sin2.r.cloudfront.net,server-52-85-132-53.iad50.r.cloudfront.net,server-18-239-69-65.ams58.r.cloudfront.net,server-108-159-80-23.bom78.r.cloudfront.net,,108.158.32.126,18.239.199.45,108.138.106.83,18.239.199.64,108.138.106.28,13.32.27.61,13.32.27.94,13.33.165.55,13.33.88.2,52.85.132.53,18.239.69.65,108.159.80.23,None
m.me,edge-star-shv-01-yyz1.facebook.com,edge-star-shv-02-fra5.facebook.com,edge-star-shv-01-lga3.facebook.com,edge-star-shv-01-iad3.facebook.com,edge-star-shv-01-sjc3.facebook.com,edge-star-shv-01-ams2.facebook.com,edge-star-shv-01-syd2.facebook.com,edge-star-shv-02-pnq1.facebook.com,edge-star-shv-02-lga3.facebook.com,edge-star-shv-04-sin6.facebook.com,edge-star-shv-02-lhr8.facebook.com,,,31.13.80.8,157.240.253.13,31.13.71.1,31.13.66.4,157.240.22.19,157.240.247.13,157.240.8.18,157.240.237.14,157.240.241.17,157.240.235.15,157.240.214.1,None,None
